entry_bar,exit_bar,bars_held,direction,entry_price,exit_price,exit_reason,pnl_pct,pnl_cash,capital
76,77,1,BUY,1413.165,1377.8249,SL,-2.531,-253.08,99746.92
78,97,19,BUY,1382.0736,1346.1303,SL,-2.631,-262.4,99484.52
153,183,30,BUY,1541.7705,1601.5051,TP,3.844,382.46,99866.98
193,194,1,BUY,1451.3253,1406.5003,SL,-3.119,-311.44,99555.54
